㔂	lân
你趁早去趁早轉來,較袂共人傷齪嘈.	Lí thàn-tsá khì thàn-tsá tńg--lâi, khah bē kā lâng siunn tsak-tsō.
你順這條路直直去,就會看著車站矣.	Lí sūn tsit tiâu lōo ti̍t-ti̍t khì, tō ē khuànn-tio̍h tshia-tsām--ah.
你若欲去買菜,順紲去共我納電火錢.	Lí nā beh khì bé tshài, sūn-suà khì kā guá la̍p tiān-hué tsînn.
你毋通閣提雞卵糕來,我已經飫喙矣.	Lí m̄-thang koh the̍h ke-nn̄g-ko lâi, guá í-king uì-tshuì--ah.
你寒著才好爾爾,毋通出去外口剾風.	Lí kuânn--tio̍h tsiah hó niā-niā, m̄-thang tshut-khì guā-kháu khau-hong.
你莫烏白想矣,伊根本都無彼个意思.	Lí mài oo-pe̍h siūnn--ah, i kin-pún to bô hit ê ì-sù.
你是食歹腹肚呢?無,哪會一直落屎?	Lí sī tsia̍h pháinn pak-tóo--nih? Bô, ná ē it-ti̍t làu-sái?
你寒天出門毋穿外套,較加嘛會感冒.	Lí kuânn-thinn tshut-mn̂g m̄ tshīng guā-thò, khah-ke mā ē kám-mōo.
你這个路旁屍!開車挵著人就想欲走?	Lí tsit ê lōo-pông-si! Khui-tshia lòng-tio̍h lâng tō siūnn-beh tsáu?
你誠毋知輕重,這款話你曷講會出喙.	Lí tsiânn m̄ tsai khin-tāng, tsit khuán uē lí a̍h kóng ē tshut-tshuì.
你欲愛的物件,我絕對共你攢予齊備.	Lí beh ài ê mi̍h-kiānn, guá tsua̍t-tuì kā lí tshuân hōo tsê-pī.
你就是褲帶縖無絚才會一直佇遐攏褲.	Lí tō sī khòo-tuà hâ bô ân tsiah ē it-ti̍t tī hia láng khòo.
你莫佇遐戇想矣,緊去做代誌較要緊.	Lí mài tī hia gōng-siūnn--ah, kín khì tsò tāi-tsì khah iàu-kín.
你見擺都開彼號戇錢,實在有夠冤枉.	Lí kiàn-pái to khai hit-lō gōng-tsînn, si̍t-tsāi ū-kàu uan-óng.
你對伊的感情是認真的抑是𨑨迌爾爾?	Lí tuì i ê kám-tsîng sī jīn-tsin--ê ia̍h-sī tshit-thô niā-niā?
你著細膩,毋通欲做公道人煞變事主.	Lí tio̍h sè-jī, m̄-thang beh tsò kong-tō-lâng suah piàn sū-tsú.
你有夠大目孔,兩个人食飯買遮濟菜.	Lí ū-kàu tuā-ba̍k-khóng, nn̄g ê lâng tsia̍h-pn̄g bé tsiah tsē tshài.
你開毋著向矣啦!緊大翻頭斡倒轉來.	Lí khui m̄-tio̍h hiòng--ah--lah! Kín tuā-huan-thâu uat tò-tńg--lâi.
你若看伊做了毋著,著共伊點拄一下.	Lí nā khuànn i tsò liáu m̄-tio̍h, tio̍h kā i tiám-tuh--tsi̍t-ē.
你無必要為著這款小可代誌就遐煩惱.	Lí bô pit-iàu uī-tio̍h tsit khuán sió-khuá tāi-tsì tō hiah huân-ló.
佳哉你有紮雨傘,無,咱就愛沃雨矣.	Ka-tsài lí ū tsah hōo-suànn, bô, lán tō ài ak-hōo--ah.
做生理著愛先品明,以後才袂有糾紛.	Tsò-sing-lí tio̍h-ài sing phín-bîng, í-āu tsiah bē ū kiù-hun.
做股票了幾萬箍仔,對伊來講無礙著.	Tsò kóo-phiò liáu--kuí-bān-khoo-á, tuì i lâi kóng bô-gāi--tio̍h.
先輩講的話你愛加減仔聽,才袂食虧.	Sian-puè kóng ê uē lí ài ke-kiám-á thiann, tsiah bē tsia̍h-khui.
免你多事,阮兜的代誌我家己會處理.	Bián lí to-sū, guán tau ê tāi-tsì guá ka-kī ē tshú-lí.
六月芥菜假有心,菜籃仔捾水予哥啉.	La̍k-gue̍h kuà-tshài ké ū-sim, tshài-nâ-á kuānn tsuí hōo ko lim.
共遮的蝦笱下蹛溪裡,掠看有蝦仔無.	Kā tsia-ê hê-kô hē tuà khe--lí, lia̍h khuànn ū hê-á--bô.
冬天食補,才會接力,身體會較勇健.	Tang-thinn tsia̍h-póo, tsiah ē tsih-la̍t, sin-thé ē khah ióng-kiānn.
出業揣無頭路,只好暫時去做臨時工.	Tshut-gia̍p tshuē-bô thâu-lōo, tsí-hó tsiām-sî khì tsò lîm-sî-kang.
厝內當咧摒掃,恁毋通佇遐傱來傱去.	Tshù-lāi tng-teh piànn-sàu, lín m̄-thang tī hia tsông lâi tsông khì.
去港仔邊買現流仔,毋但鮮嘛加真俗.	Khì káng-á-pinn bé hiān-lâu-á, m̄-nā tshinn mā ke tsin sio̍k.
受訓了後,逐家會分發去無仝的單位.	Siū-hùn liáu-āu, ta̍k-ke ē hun-huat khì bô kāng ê tan-uī.
古早時代,“玉井”叫做“噍吧哖”.	Kóo-tsá sî-tāi, “Gio̍k-tsénn” kiò-tsò “Ta-pa-nî”.
古早時,婦人人欲出門攏愛梳妝打扮.	Kóo-tsá-sî, hū-jîn-lâng beh tshut-mn̂g lóng ài se-tsng tánn-pān.
古董的價數暗漠漠,毋是內行人看無.	Kóo-tóng ê kè-siàu àm-bo̍k-bo̍k, m̄ sī lāi-hâng-lâng khuànn-bô.
叫你莫佮序大人應喙,你是無聽著呢?	Kiò lí mài kah sī-tuā-lâng ìn-tshuì, lí sī bô thiann--tio̍h--nih?
向望今年風調雨順,予咱逐家大趁錢.	Ǹg-bāng kin-nî hong-tiâu-ú-sūn, hōo lán ta̍k-ke tuā-thàn-tsînn.
咧耍的時陣毋通共人繏嚨喉,真危險.	Teh sńg ê sî-tsūn m̄-thang kā lâng sǹg nâ-âu, tsin guî-hiám.
咱愛靠家己的力量拚出咱家己的前途.	Lán ài khò ka-kī ê li̍k-liōng piànn-tshut lán ka-kī ê tsiân-tôo.
咱明仔早起招恁同姒仔來去廟裡拜拜.	Lán bîn-á-tsá-khí tsio lín tâng-sāi-á lâi-khì biō--lí pài-pài.
咱這馬散甲欲吊鼎矣,閣毋較儉一下.	Lán tsit-má sàn kah beh tiàu-tiánn--ah, koh m̄ khah khiām--tsi̍t-ē.
咱攏是家己的人,毋免遮爾仔厚禮數.	Lán lóng sī ka-kī ê lâng, m̄-bián tsiah-nī-á kāu-lé-sòo.
咱兩个人差無幾歲,算起來是仝沿的.	Lán nn̄g ê lâng tsha bô kuí huè, sǹg--khí-lâi sī kāng-iân--ê.
咱稅厝的契約用𨑨迌印仔頓就會使矣.	Lán suè-tshù ê khè-iok iōng tshit-thô-ìn-á tǹg tō ē-sái--ah.
咱明仔載欲上台表演,定著袂使失氣.	Lán bîn-á-tsài beh tsiūnn-tâi piáu-ián, tiānn-tio̍h bē-sái sit-khuì.
因為伊愛去讀冊,所以袂得通去𨑨迌.	In-uī i ài khì tha̍k-tsheh, sóo-í bē-tit-thang khì tshit-thô.
因為伊不時換頭路,所以定定咧搬厝.	In-uī i put-sî uānn thâu-lōo, sóo-í tiānn-tiānn teh puann-tshù.
因為時間袂拄好,我才無去聽伊演講.	In-uī sî-kan bē-tú-hó, guá tsiah bô khì thiann i ián-káng.
因為有抾恨佇咧,我袂爽佮伊坐仝桌.	In-uī ū khioh-hīn tī--leh, guá bē-sóng kah i tsē kāng toh.
囡仔驚生份,共老母的衫仔尾扱牢牢!	Gín-á kiann-tshenn-hūn, kā lāu-bú ê sann-á-bué khi̍p-tiâu-tiâu!
囡仔身軀洗好糝一屑仔痱仔粉較焦鬆.	Gín-á sin-khu sé-hó sám tsi̍t-sut-á puì-á-hún khah ta-sang.
囡仔若破病,做老母的人總是會慒心.	Gín-á nā phuà-pēnn, tsò lāu-bú ê lâng tsóng-sī ē tso-sim.
地動了後,規家死甲賰伊一个老孤𣮈.	Tē-tāng liáu-āu, kui-ke sí kah tshun i tsi̍t ê lāu-koo-khu̍t.
坐竹雞仔車雖然較俗,毋過較無保險.	Tsē tik-ke-á-tshia sui-jiân khah sio̍k, m̄-koh khah bô pó-hiám.
城市愈來愈楦大,市郊嘛愈來愈鬧熱.	Siânn-tshī jú lâi jú hùn-tuā, tshī-kau mā jú lâi jú lāu-jia̍t.
外口真寒,你欲出門愛加疊一領棉裘.	Guā-kháu tsin kuânn, lí beh tshut-mn̂g ài ke tha̍h tsi̍t niá mî-hiû.
夭壽!阮這條巷仔昨昏又閣著賊偷矣.	Iáu-siū! Guán tsit tiâu hāng-á tsa-hng iū-koh tio̍h-tsha̍t-thau--ah.
嫁翁是一世人的代誌,你著毋通凊彩.	Kè-ang sī tsi̍t-sì-lâng ê tāi-tsì, lí tio̍h m̄-thang tshìn-tshái.
學生若做毋著代誌會去予學校記警告.	Ha̍k-sing nā tsò m̄-tio̍h tāi-tsì ē khì hōo ha̍k-hāu kì kíng-kò.
家己拍拚較要緊,怨天怨地敢有路用?	Ka-kī phah-piànn khah iàu-kín, uàn-thinn-uàn-tē kám ū-lōo-īng?
家己毋認真拍拚,干焦想欲抾肉幼仔.	Ka-kī m̄ jīn-tsin phah-piànn, kan-na siūnn-beh khioh-bah-iù-á.
家豪佮淑芬是這馬真流行的菜市仔名.	Ka-hô kap Siok-hun sī tsit-má tsin liû-hîng ê tshài-tshī-á-miâ.
對阮厝到公司,行路一目𥍉仔就到矣.	Tuì guán tshù kàu kong-si, kiânn-lōo tsi̍t-ba̍k-nih-á tō kàu--ah.
對臺北坐高鐵到臺中上久是一點捅鐘.	Tuì Tâi-pak tsē ko-thih kàu Tâi-tiong siōng-kú sī tsi̍t tiám thóng tsing.
小可仔代誌爾爾,敢有需要捙盤遐久?	Sió-khuá-á tāi-tsì niā-niā, kám ū su-iàu tshia-puânn hiah kú?
少年人若有相意愛就好,咱莫插傷濟.	Siàu-liân-lâng nā ū sio-ì-ài tō hó, lán mài tshap siunn tsē.
少年人愛較拍拚咧,才袂食老毋成樣.	Siàu-liân-lâng ài khah phah-piànn--leh, tsiah bē tsia̍h-lāu m̄-tsiânn-iūnn.
山頂的暗暝,會使看著千千萬萬粒星.	Suann-tíng ê àm-mê, ē-sái khuànn-tio̍h tshian-tshian-bān-bān lia̍p tshenn.
序細若有孝,序大人就會感覺較安慰.	Sī-sè nā iú-hàu, sī-tuā-lâng tō ē kám-kak khah an-uì.
廟埕咧做戲,放送頭的聲音傳甲足遠.	Biō-tiânn teh tsò-hì, hòng-sàng-thâu ê siann-im thuân kah tsiok hn̄g.
弓蕉當貴,無倩人來園裡顧暝袂使得.	King-tsio tng kuì, bô tshiànn lâng lâi hn̂g--lí kòo-mê bē-sái--tit.
彼个人有夠大面神,攏毋知影通歹勢.	Hit ê lâng ū-kàu tuā-bīn-sîn, lóng m̄ tsai-iánn thang pháinn-sè.
彼个人的心肝真䆀,不時都想欲害人.	Hit ê lâng ê sim-kuann tsin bái, put-sî to siūnn-beh hāi--lâng.
彼條路中央有一凹,你著愛較細膩咧.	Hit tiâu lōo tiong-ng ū tsi̍t nah, lí tio̍h-ài khah sè-jī--leh.
彼缺若像一塊肥肉,逐家攏咧相爭搶.	Hit khueh ná-tshiūnn tsi̍t tè puî-bah, ta̍k-ke lóng teh sio-tsenn tshiúnn.
彼堵壁的油漆猶未焦,你毋通去倚壁.	Hit tóo piah ê iû-tshat iáu-buē ta, lí m̄-thang khì uá-piah.
彼陣人講無兩句,家私就攏捎出來矣.	Hit tīn lâng kóng bô nn̄g kù, ke-si tō lóng sa--tshut-lâi--ah.
彼个童乩退童了後,規身軀攏無力去.	Hit ê tâng-ki thè-tâng liáu-āu, kui-sin-khu lóng bô-la̍t--khì.
彼个了尾仔囝共祖公仔產攏敗了了矣.	Hit ê liáu-bué-á-kiánn kā tsóo-kong-á-sán lóng pāi-liáu-liáu--ah.
彼个貧惰骨,日頭曝尻川矣閣毋起來.	Hit ê pîn-tuānn-kut, ji̍t-thâu pha̍k kha-tshng--ah koh m̄ khí--lâi.
彼个人誠奸巧,你著愛較小心提防咧.	Hit ê lâng tsiânn kan-khiáu, lí tio̍h-ài khah sió-sim thê-hông--leh.
彼个囡仔真寶惜𪜶阿母留予伊的相片.	Hit ê gín-á tsin pó-sioh in a-bú lâu hōo i ê siòng-phìnn.
彼个歹人定定出來刣人,實在真驚人.	Hit ê pháinn-lâng tiānn-tiānn tshut-lâi thâi--lâng, si̍t-tsāi tsin kiann--lâng.
徛佇山頂看山跤的光景,心情真快活.	Khiā tī suann-tíng khuànn suann-kha ê kong-kíng, sim-tsîng tsin khuìnn-ua̍h.
徛算講伊較毋捌代誌,你小讓伊一下.	Khiā-sǹg-kóng i khah m̄ bat-tāi-tsì, lí sió niū--i--tsi̍t-ē.
恁查某囝實在真活動,一直走來走去.	Lín tsa-bóo-kiánn si̍t-tsāi tsin ua̍h-tāng, it-ti̍t tsáu lâi tsáu khì.
恁是咧起痟呢?遐爾仔寒閣欲去泅水.	Lín sī teh khí-siáu--nih? Hiah-nī-á kuânn koh beh khì siû-tsuí.
恁阿母遮爾惜你,你敢袂當較有孝咧?	Lín a-bú tsiah-nī sioh--lí, lí kám bē-tàng khah iú-hàu--leh?
恁爸母生甲你這个孝尾囝,有夠了然.	Lín pē-bú senn kah lí tsit ê hà-bué-kiánn, ū-kàu liáu-jiân.
恁阿母遮爾辛苦,你著愛較會曉想咧.	Lín a-bú tsiah-nī sin-khóo, lí tio̍h-ài khah ē-hiáu siūnn--leh.
想著彼項代誌,我心肝頭規个拍結毬.	Siūnn-tio̍h hit hāng tāi-tsì, guá sim-kuann-thâu kui-ê phah-kat-kiû.
愈落伍的國家,楔後手的現象愈普遍.	Jú lo̍k-ngóo ê kok-ka, seh-āu-tshiú ê hiān-siōng jú phóo-phiàn.
感情的代誌,袂當計較啥物人較克虧.	Kám-tsîng ê tāi-tsì, bē-tàng kè-kàu siánn-mih-lâng khah khik-khui.
我一世人毋捌做過對不起別人的代誌.	Guá tsi̍t-sì-lâng m̄ bat tsò-kuè tuì-put-khí pa̍t-lâng ê tāi-tsì.
我予你一个面子,這件代誌就準拄煞.	Guá hōo lí tsi̍t ê bīn-tsú, tsit kiānn tāi-tsì tō tsún-tú-suah.
我實在無法度分身來處理別人的代誌.	Guá si̍t-tsāi bô-huat-tōo hun-sin lâi tshú-lí pa̍t-lâng ê tāi-tsì.
我愛對佗一方面去才揣會著這項物件?	Guá ài tuì tó tsi̍t hong-bīn khì tsiah tshuē ē tio̍h tsit hāng mi̍h-kiānn?
我對正面共伊看,才發現伊生做真媠.	Guá tuì tsiànn-bīn kā i khuànn, tsiah huat-hiān i senn-tsò tsin suí.
我看伊逐工目頭結結,心肝嘛真艱苦.	Guá khuànn i ta̍k-kang ba̍k-thâu kat-kat, sim-kuann mā tsin kan-khóo.
我無佇咧這段時間,你愛會記得沃花.	Guá bô tī--leh tsit tuānn sî-kan, lí ài ē-kì-tit ak-hue.
我初初佮伊熟似的時,伊拄高中出業.	Guá tshoo-tshoo kah i si̍k-sāi ê sî, i tú ko-tiong tshut-gia̍p.
我拄仔對田裡轉來,規身軀足刺疫的!	Guá tú-á tuì tshân--lí tńg--lâi, kui-sin-khu tsiok tshiah-ia̍h--ê!
我臆了無毋著,物件果然是伊提去的.	Guá ioh liáu bô m̄-tio̍h, mi̍h-kiānn kó-jiân sī i the̍h--khì--ê.
我替伊煩惱甲欲死,伊卻是無要無緊.	Guá thè i huân-ló kah beh-sí, i khiok-sī bô-iàu-bô-kín.
我拄才看著兩个查某人佇街仔路相罵.	Guá tú-tsiah khuànn-tio̍h nn̄g ê tsa-bóo-lâng tī ke-á-lōo sio-mē.
我做代誌真頇顢,你就加共我差教咧.	Guá tsò tāi-tsì tsin hân-bān, lí tō ke kā guá tshe-kà--leh.
我聽你咧烏魯木齊,十句無一句實的.	Guá thiann lí teh oo-lóo-bo̍k-tsè, tsa̍p kù bô tsi̍t kù si̍t--ê.
我昨暝睏甲眠眠,有聽著伊轉來的聲.	Guá tsa-mê khùn kah bîn-bîn, ū thiann-tio̍h i tńg--lâi ê siann.
我昨昏去揣伊,真拄好,伊人無佇咧.	Guá tsa-hng khì tshuē--i, tsin-tú-hó, i lâng bô tī--leh.
我已經入院一禮拜矣,伊連探頭都無.	Guá í-king ji̍p-īnn tsi̍t lé-pài--ah, i liân thàm-thâu to bô.
我會當有今仔日,攏愛感謝你的提拔.	Guá ē-tàng ū kin-á-ji̍t, lóng ài kám-siā lí ê thê-pua̍t.
我佮人講話,你莫佇邊仔咧插喙插舌.	Guá kah lâng kóng-uē, lí mài tī pinn--á teh tshap-tshuì-tshap-tsi̍h.
我這禮拜為著伊的代誌,無眠閣損神.	Guá tsit lé-pài uī-tio̍h i ê tāi-tsì, bô-bîn koh sńg-sîn.
我看伊的腦筋無啥清楚,莫問伊較好.	Guá khuànn i ê náu-kin bô siánn tshing-tshó, mài mn̄g--i khah hó.
我感覺腹肚飽脹,可能是食傷濟番薯.	Guá kám-kak pak-tóo pá-tiùnn, khó-lîng sī tsia̍h siunn tsē han-tsî.
我從到今毋捌看過遮爾仔㾀勢的查某.	Guá tsîng-kàu-tann m̄ bat khuànn-kuè tsiah-nī-á khiap-sì ê tsa-bóo.
我才想講欲去揣你,你就敲電話來矣.	Guá tsiah siūnn-kóng beh khì tshuē--lí, lí tō khà tiān-uē lâi--ah.
按呢較費氣,你閣想看有別種方法無?	Án-ne khah huì-khì, lí koh siūnn khuànn ū pa̍t tsióng hong-huat--bô?
提親進前,逐家攏會去探對方的門風.	Thê-tshin tsìn-tsîng, ta̍k-ke lóng ē khì thàm tuì-hong ê mn̂g-hong.
教囡仔行五子直,會當提升𪜶的智力.	Kà gín-á kiânn gōo-jí-ti̍t, ē-tàng thê-sing in ê tì-li̍k.
新正年頭,規个社會充滿快樂的氣氛.	Sin-tsiann-nî-thâu, kui-ê siā-huē tshiong-buán khuài-lo̍k ê khì-hun.
新的公路欲開磅空對這粒山下跤迵過.	Sin ê kong-lōo beh khui pōng-khang tuì tsit lia̍p suann ē-kha thàng--kuè.
新店溪這段是臺北市佮新北市的隔界.	Sin-tiàm-khe tsit tuānn sī Tâi-pak-tshī kah Sin-pak-tshī ê keh-kài.
明明知影代誌真嚴重,伊嘛是蹽落去.	Bîng-bîng tsai-iánn tāi-tsì tsin giâm-tiōng, i mā sī liâu--lo̍h-khì.
昨昏是上尾一工,今仔日已經袂赴矣.	Tsa-hng sī siōng-bué tsi̍t kang, kin-á-ji̍t í-king bē-hù--ah.
昨暗走一下傷久,害我今仔日跤牚腿.	Tsa-àm tsáu tsi̍t-ē siunn kú, hāi guá kin-á-ji̍t kha thènn-thuí.
暫且共伊安搭一下,賰的後擺才閣講.	Tsiām-tshiánn kā i an-tah--tsi̍t-ē, tshun--ê āu-pái tsiah-koh kóng.
最近手頭較冗,想欲加買幾領仔新衫.	Tsuè-kīn tshiú-thâu khah līng, siūnn-beh ke bé kuí-niá-á sin sann.
最近手頭真絚,愛去揣朋友轉踅一下.	Tsuè-kīn tshiú-thâu tsin ân, ài khì tshuē pîng-iú tńg-se̍h--tsi̍t-ē.
最近咧落𤺪雨,衫仔褲披較久都袂焦.	Tsuè-kīn teh lo̍h siān-hōo, sann-á-khòo phi khah kú to bē ta.
會得過日就好矣,毋免欣羨別人好額.	Ē-tit kuè-ji̍t tō hó--ah, m̄-bián him-siān pa̍t-lâng hó-gia̍h.
有緣才會當做夫妻,恁就莫閣冤矣啦!	Ū-iân tsiah ē-tàng tsò hu-tshe, lín tō mài koh uan--ah--lah!
有燈塔的指引,船仔才會當平安入港.	Ū ting-thah ê tsí-ín, tsûn-á tsiah ē-tàng pîng-an ji̍p káng.
有囡仔佇身軀邊纏跤絆手,做無工課.	Ū gín-á tī sin-khu-pinn tînn-kha-puànn-tshiú, tsò bô khang-khuè.
有明星咧鬥宣傳,這支胭脂加足搶市.	Ū bîng-tshenn teh tàu suan-thuân, tsit ki ian-tsi ke tsiok tshiúnn-tshī.
有當時仔食一屑仔鹹梅,會幫助消化.	Ū-tang-sî-á tsia̍h tsi̍t-sut-á kiâm-muê, ē pang-tsōo siau-huà.
李的定定無佇咧,𪜶某囝敢攏袂講話?	Lí--ê tiānn-tiānn bô tī--leh, in bóo-kiánn kám lóng bē kóng-uē?
某乜人定定佇你的尻脊後講你的歹話.	Bóo-mí-lâng tiānn-tiānn tī lí ê kha-tsiah-āu kóng lí ê pháinn-uē.
查某囡仔人愛較定著咧,毋通烏白賤.	Tsa-bóo gín-á-lâng ài khah tiānn-tio̍h--leh, m̄-thang oo-pe̍h tsiān.
樹仔是實腹的,無親像竹仔是空殼的.	Tshiū-á sī tsa̍t-pak--ê, bô tshin-tshiūnn tik-á sī khang-khak--ê.
欠錢毋還,我欲提你的翕相機來拄數.	Khiàm tsînn m̄ hîng, guá beh the̍h lí ê hip-siòng-ki lâi tú-siàu.
欲借錢嘛愛有時有陣,袂使定定按呢.	Beh tsioh tsînn mā ài ū-sî-ū-tsūn, bē-sái tiānn-tiānn án-ne.
欲按怎做,等對方條件開出來才便看.	Beh án-tsuánn tsò, tán tuì-hong tiâu-kiānn khui--tshut-lâi tsiah piān-khuànn.
欲做學問,起頭著愛共基礎拍予伊好.	Beh tsò ha̍k-būn, khí-thâu tio̍h-ài kā ki-tshóo phah hōo i hó.
欲下班的時,數簿愛收好勢,鎖起來.	Beh hā-pan ê sî, siàu-phōo ài siu hó-sè, só--khí-lâi.
歇睏日伊常在𤆬一家伙仔去郊外𨑨迌.	Hioh-khùn-ji̍t i tshiâng-tsāi tshuā tsi̍t-ke-hué-á khì kau-guā tshit-thô.
毋知影是啥物原因,我感覺筋節痠軟.	M̄ tsai-iánn sī siánn-mih guân-in, guá kám-kak kin-tsat sng-nńg.
母身若顧予伊好,囡仔出世就較健康.	Bó-sin nā kòo hōo i hó, gín-á tshut-sì tō khah kiān-khong.
比賽愛注意風度,毋通干焦關心輸贏.	Pí-sài ài tsù-ì hong-tōo, m̄-thang kan-na kuan-sim su-iânn.
流行感冒已經湠開矣,恁逐家愛預防.	Liû-hîng kám-mōo í-king thuànn--khui--ah, lín ta̍k-ke ài ī-hông.
準做你無佮意,嘛毋免共人嫌甲按呢.	Tsún-tsò lí bô kah-ì, mā m̄-bián kā lâng hiâm kah án-ne.
為著欲幫助彼个囡仔,伊四界去題緣.	Uī-tio̍h beh pang-tsōo hit ê gín-á, i sì-kè khì tê-iân.
牽罟倚索分魚有人有份,大肚分雙份.	Khan-koo uá soh pun hî ū lâng ū hūn, tuā-tōo pun siang hūn.
犯人聽著講欲予人銃殺,驚甲滲屎尿.	Huān-lâng thiann-tio̍h kóng beh hōo lâng tshìng-sat, kiann kah siàm-sái-jiō.
男子漢大丈夫,我若講會到就做會到.	Lâm-tsú-hàn tāi-tiōng-hu, guá nā kóng ē kàu tō tsò ē kàu.
目鏡的螺絲溜去,愛去揣螺絲來鎖絚.	Ba̍k-kiànn ê lôo-si liu--khì, ài khì tshuē lôo-si lâi só-ân.
看伊規日憂頭結面,是發生啥物代誌?	Khuànn i kui-ji̍t iu-thâu-kat-bīn, sī huat-sing siánn-mih tāi-tsì?
看展覽的時,千萬莫手賤去摸展覽品.	Khuànn tián-lám ê sî, tshian-bān mài tshiú-tsiān khì bong tián-lám-phín.
看恁翁仔某感情遮好,實在予人欣羨.	Khuànn lín ang-á-bóo kám-tsîng tsiah hó, si̍t-tsāi hōo lâng him-siān.
破病的人閣毋知欲忌喙,你實在真害.	Phuà-pēnn ê lâng koh m̄ tsai beh khī-tshuì, lí si̍t-tsāi tsin hāi.
破病愛去予醫生看,莫烏白食便藥仔.	Phuà-pēnn ài khì hōo i-sing khuànn, mài oo-pe̍h tsia̍h piān-io̍h-á.
祖公祖媽有靈聖,會保庇囝孫仔平安.	Tsóo-kong tsóo-má ū lîng-siànn, ē pó-pì kiánn-sun-á pîng-an.
空喙哺舌無路用,白紙烏字才有憑準.	Khang-tshuì-pōo-tsi̍h bô-lōo-īng, pe̍h-tsuá-oo-jī tsiah ū pîn-tsún.
空殼厝拄才起好,猶未成格,袂蹛得.	Khang-khak-tshù tú-tsiah khí hó, iáu-buē tshiânn-kik, bē-tuà--tit.
窮真是你毋著,生成愛去共伊會失禮.	Khîng-tsin sī lí m̄-tio̍h, senn-sîng ài khì kā i huē-sit-lé.
簾簷跤有一个蜂岫,愛想辦法共挽掉.	Nî-tsînn-kha ū tsi̍t ê phang-siū, ài siūnn pān-huat kā bán-tiāu.
細漢囡仔食飯定定嘛舞甲規面花貓貓.	Sè-hàn gín-á tsia̍h-pn̄g tiānn-tiānn mā bú kah kui bīn hue-niau-niau.
練武的人工夫好䆀,看伊徛馬勢就知.	Liān-bú ê lâng kang-hu hó bái, khuànn i khiā-bé-sè tō tsai.
老師教課的內容你著愛理解才會用得.	Lāu-su kà-khò ê luē-iông lí tio̍h-ài lí-kái tsiah ē-īng--tit.
老師咧共學生囡仔解說這層歷史事件.	Lāu-su teh kā ha̍k-sing gín-á kái-sueh tsit tsân li̍k-sú sū-kiānn.
聽講這款藥仔會當止嗽化痰兼顧肺管.	Thiann-kóng tsit khuán io̍h-á ē-tàng tsí-sàu huà thâm kiam kòo hì-kńg.
聽伊講話的腔口,就知影伊是在地人.	Thiann i kóng-uē ê khiunn-kháu, tō tsai-iánn i sī tsāi-tē-lâng.
聽著飛機失事的消息,伊規个人愣去.	Thiann-tio̍h hui-ki sit-sū ê siau-sit, i kui-ê lâng gāng--khì.
聽著實驗失敗的消息,我感覺真痛苦.	Thiann-tio̍h si̍t-giām sit-pāi ê siau-sit, guá kám-kak tsin thòng-khóo.
聽你一工到暗咧誦經,實在有夠𤺪的.	Thiann lí tsi̍t-kang-kàu-àm teh siōng-king, si̍t-tsāi ū-kàu siān--ê.
自𪜶爸母死了後,伊就去倚靠𪜶兄嫂.	Tsū in pē-bú sí liáu-āu, i tō khì uá-khò in hiann-só.
臺灣的蓮霧已經拍入去日本的市場矣.	Tâi-uân ê lián-bū í-king phah ji̍p-khì Ji̍t-pún ê tshī-tiûnn--ah.
臺灣的本土語言毋知閣會當保存偌久?	Tâi-uân ê pún-thóo gí-giân m̄ tsai koh ē-tàng pó-tsûn guā-kú?
若無經過這擺的考驗,你永遠袂出脫.	Nā bô king-kuè tsit pái ê khó-giām, lí íng-uán bē tshut-thuat.
若講著鵝肉冬粉料理,我就會流喙瀾.	Nā kóng-tio̍h gô-bah tang-hún liāu-lí, guá tō ē lâu tshuì-nuā.
落雨天的時陣,這條路就變甲真歹行.	Lo̍h-hōo-thinn ê sî-tsūn, tsit tiâu lōo tō piàn kah tsin pháinn kiânn.
藥頭仔煎好,藥渣留咧會使閣煎一擺.	Io̍h-thâu-á tsuann-hó, io̍h-tse lâu--leh ē-sái koh tsuann tsi̍t pái.
虱目魚的幼骨仔誠濟,你著細膩仔食.	Sat-ba̍k-hî ê iù-kut-á tsiânn tsē, lí tio̍h sè-jī-á tsia̍h.
袂曉啉酒閣啉並濟的,這馬咧茫矣乎?	Bē-hiáu lim tsiú koh lim phīng tsē--ê, tsit-má teh bâng--ah--honnh?
裘仔內面愛閣加穿一領膨紗衫才袂寒.	Hiû-á lāi-bīn ài koh ke tshīng tsi̍t niá phòng-se-sann tsiah bē kuânn.
講正經的啦,你嘛愛揣一个好的頭路.	Kóng tsìng-king--ê--lah, lí mā ài tshuē tsi̍t ê hó ê thâu-lōo.
講欲提一寡舊衫予我,到今閣無半絲.	Kóng beh the̍h tsi̍t-kuá kū sann hōo--guá, kàu-tann koh bô-puànn-si.
警察掠著的是人頭,毋是真正的頭家.	Kíng-tshat lia̍h--tio̍h--ê sī lâng-thâu, m̄ sī tsin-tsiànn ê thâu-ke.
躼跤蠓雖然袂叮人,毋過看著真驚人.	Lò-kha-báng sui-jiân bē tìng--lâng, m̄-koh khuànn tio̍h tsin kiann--lâng.
車咧欲開矣,你若無較緊咧就袂赴矣.	Tshia teh-beh khui--ah, lí nā bô khah kín--leh tō bē-hù--ah.
